"Gene > Proteins > Systematic Name","Gene > Proteins > Standard Name","Gene > Proteins > Protein Domains > Name","Gene > Proteins > Protein Domains > Description","Gene > Proteins > Protein Domains > Start","Gene > Proteins > Protein Domains > End","Gene > Proteins > Protein Domains > Method","Gene > Proteins > Protein Domains > Id"
"YGR238C","Kel2p","SSF117281","","72","117","SUPERFAMILY","1969490"
"YGR238C","Kel2p","SSF117281","","136","388","SUPERFAMILY","1969491"
"YGR240C","Pfk1p","G3DSA:3.40.50.450","","201","379","GENE3D","1946280"
"YGR240C","Pfk1p","G3DSA:3.40.50.450","","586","949","GENE3D","1946281"
"YGR240C","Pfk1p","G3DSA:3.40.50.460","","380","521","GENE3D","1946282"
"YGR240C","Pfk1p","MF_03184","Phosphofructokinase_I_E; ATP-dependent 6-phosphofructokinase, eukaryotic-type","206","976","HAMAP","1946283"
"YGR240C","Pfk1p","PF00365","PFK; Phosphofructokinase domain","207","513","Pfam","1946284"
"YGR240C","Pfk1p","PF00365","PFK; Phosphofructokinase domain","595","885","Pfam","1946285"
"YGR240C","Pfk1p","PIRSF000533","ATP_PFK_euk; ATP-dependent 6-phosphofructokinase, eukaryotic-type","12","979","PIRSF","1946286"
"YGR240C","Pfk1p","PR00476","PHFRCTKINASE; ATP-dependent 6-phosphofructokinase","210","229","PRINTS","1946287"
"YGR240C","Pfk1p","PR00476","PHFRCTKINASE; ATP-dependent 6-phosphofructokinase","235","248","PRINTS","1946288"
"YGR240C","Pfk1p","PR00476","PHFRCTKINASE; ATP-dependent 6-phosphofructokinase","299","315","PRINTS","1946289"
"YGR240C","Pfk1p","PR00476","PHFRCTKINASE; ATP-dependent 6-phosphofructokinase","349","366","PRINTS","1946290"
"YGR240C","Pfk1p","PR00476","PHFRCTKINASE; ATP-dependent 6-phosphofructokinase","367","385","PRINTS","1946291"
"YGR240C","Pfk1p","PR00476","PHFRCTKINASE; ATP-dependent 6-phosphofructokinase","387","403","PRINTS","1946292"
"YGR240C","Pfk1p","PR00476","PHFRCTKINASE; ATP-dependent 6-phosphofructokinase","405","422","PRINTS","1946293"
"YGR240C","Pfk1p","PR00476","PHFRCTKINASE; ATP-dependent 6-phosphofructokinase","445","457","PRINTS","1946294"
"YGR240C","Pfk1p","PR00476","PHFRCTKINASE; ATP-dependent 6-phosphofructokinase","478","500","PRINTS","1946295"
"YGR240C","Pfk1p","PS00433","PHOSPHOFRUCTOKINASE; Phosphofructokinase, conserved site","482","500","PROSITE","1946296"
"YGR240C","Pfk1p","PS00433","PHOSPHOFRUCTOKINASE; Phosphofructokinase, conserved site","853","871","PROSITE","1946297"
"YGR240C","Pfk1p","PTHR13697","","114","986","PANTHER","1946298"
"YGR240C","Pfk1p","PTHR13697:SF46","","114","986","PANTHER","1946299"
"YGR240C","Pfk1p","SSF53784","Phosphofructokinase domain","201","550","SUPERFAMILY","1946300"
"YGR240C","Pfk1p","SSF53784","Phosphofructokinase domain","531","886","SUPERFAMILY","1946301"
"YGR240C","Pfk1p","SSF53784","Phosphofructokinase domain","923","959","SUPERFAMILY","1946302"
"YGR240C","Pfk1p","TIGR02478","6PF1K_euk; ATP-dependent 6-phosphofructokinase, eukaryotic-type","206","972","TIGRFAM","1946303"
"YGR241C","Yap1802p","G3DSA:1.20.58.150","Phosphoinositide-binding clathrin adaptor, domain 2","136","283","GENE3D","1971326"
"YGR241C","Yap1802p","G3DSA:1.25.40.90","ENTH/VHS","2","131","GENE3D","1971327"
"YGR241C","Yap1802p","PF07651","ANTH; AP180 N-terminal homology (ANTH) domain","5","265","Pfam","1971328"
"YGR241C","Yap1802p","PS50942","ENTH; ENTH  domain","1","127","PROSITE","1971329"
"YGR241C","Yap1802p","PTHR22951","","4","560","PANTHER","1971330"
"YGR241C","Yap1802p","PTHR22951:SF35","","4","560","PANTHER","1971331"
"YGR241C","Yap1802p","SM00273","ENTH; ENTH  domain","3","127","SMART","1971332"
"YGR241C","Yap1802p","SSF48464","ENTH/VHS","5","129","SUPERFAMILY","1971333"
"YGR241C","Yap1802p","SSF89009","","141","262","SUPERFAMILY","1971334"
"YGR243W","Mpc3p","G3DSA:2.60.40.1430","","37","94","GENE3D","1971335"
"YGR243W","Mpc3p","PF03650","MPC; Mitochondrial pyruvate carrier","10","116","Pfam","1971336"
"YGR243W","Mpc3p","PTHR14154","","9","106","PANTHER","1971337"
"YGR243W","Mpc3p","PTHR14154:SF35","","9","106","PANTHER","1971338"
"YGR244C","Lsc2p","G3DSA:3.30.1490.20","ATP-grasp fold, subdomain 1","51","132","GENE3D","1971339"
"YGR244C","Lsc2p","G3DSA:3.30.470.20","","133","279","GENE3D","1971340"
"YGR244C","Lsc2p","G3DSA:3.40.50.261","Succinyl-CoA synthetase-like","280","425","GENE3D","1971341"
"YGR244C","Lsc2p","MF_00558","Succ_CoA_beta; Succinate--CoA synthetase, beta subunit","31","426","HAMAP","1971342"
"YGR244C","Lsc2p","PF00549","Ligase_CoA; ATP-citrate lyase/succinyl-CoA ligase","302","422","Pfam","1971343"
"YGR244C","Lsc2p","PF08442","ATP-grasp_2; ATP-grasp fold, succinyl-CoA synthetase-type","33","239","Pfam","1971344"
"YGR244C","Lsc2p","PIRSF001554","SucCS_beta; Succinate--CoA synthetase, beta subunit","31","427","PIRSF","1971345"
"YGR244C","Lsc2p","PS01217","SUCCINYL_COA_LIG_3; Succinyl-CoA synthetase, beta subunit, conserved site","297","321","PROSITE","1971346"
"YGR244C","Lsc2p","PTHR11815","Succinate--CoA synthetase, beta subunit","21","426","PANTHER","1971347"
"YGR244C","Lsc2p","SSF52210","Succinyl-CoA synthetase-like","279","425","SUPERFAMILY","1971348"
"YGR244C","Lsc2p","SSF56059","","31","278","SUPERFAMILY","1971349"
"YGR244C","Lsc2p","TIGR01016","sucCoAbeta; Succinate--CoA synthetase, beta subunit","32","425","TIGRFAM","1971350"
"YGR245C","Sda1p","G3DSA:1.25.10.10","Armadillo-like helical","14","532","GENE3D","1971351"
"YGR245C","Sda1p","PF05285","SDA1; SDA1 domain","459","765","Pfam","1971352"
"YGR245C","Sda1p","PF08158","NUC130_3NT; Uncharacterised domain NUC130/133, N-terminal","93","144","Pfam","1971353"
"YGR245C","Sda1p","PTHR12730","","5","765","PANTHER","1971354"
"YGR245C","Sda1p","PTHR12730:SF1","Sda1","5","765","PANTHER","1971355"
"YGR245C","Sda1p","SSF48371","Armadillo-type fold","89","218","SUPERFAMILY","1971356"
"YGR245C","Sda1p","SSF48371","Armadillo-type fold","362","460","SUPERFAMILY","1971357"
"YGR246C","Brf1p","G3DSA:1.10.472.10","Cyclin-like","79","173","GENE3D","1951236"
"YGR246C","Brf1p","G3DSA:1.10.472.10","Cyclin-like","177","285","GENE3D","1951237"
"YGR246C","Brf1p","G3DSA:1.20.5.650","","445","504","GENE3D","1951238"
"YGR246C","Brf1p","G3DSA:2.20.25.10","","2","43","GENE3D","1951239"
"YGR246C","Brf1p","PF00382","TFIIB; Transcription factor TFIIB, cyclin-like domain","89","157","Pfam","1951240"
"YGR246C","Brf1p","PF00382","TFIIB; Transcription factor TFIIB, cyclin-like domain","182","255","Pfam","1951241"
"YGR246C","Brf1p","PF07741","BRF1; Brf1, TBP-binding domain","463","595","Pfam","1951242"
"YGR246C","Brf1p","PF08271","TF_Zn_Ribbon; Zinc finger, TFIIB-type","3","45","Pfam","1951243"
"YGR246C","Brf1p","PR00685","TIFACTORIIB; Transcription factor TFIIB","18","38","PRINTS","1951244"
"YGR246C","Brf1p","PR00685","TIFACTORIIB; Transcription factor TFIIB","127","146","PRINTS","1951245"
"YGR246C","Brf1p","PR00685","TIFACTORIIB; Transcription factor TFIIB","153","168","PRINTS","1951246"
"YGR246C","Brf1p","PR00685","TIFACTORIIB; Transcription factor TFIIB","218","234","PRINTS","1951247"
"YGR246C","Brf1p","PR00685","TIFACTORIIB; Transcription factor TFIIB","250","264","PRINTS","1951248"
"YGR246C","Brf1p","PS00782","TFIIB; Transcription factor TFIIB, conserved site","119","134","PROSITE","1951249"
"YGR246C","Brf1p","PS00782","TFIIB; Transcription factor TFIIB, conserved site","217","232","PROSITE","1951250"
"YGR246C","Brf1p","PS51134","ZF_TFIIB; Zinc finger, TFIIB-type","1","33","PROSITE","1951251"
"YGR246C","Brf1p","PTHR11618","Transcription factor TFIIB","3","595","PANTHER","1951252"
"YGR246C","Brf1p","PTHR11618:SF36","Transcription factor IIIB subunit Brf1","3","595","PANTHER","1951253"
"YGR246C","Brf1p","SM00385","CYCLIN; Cyclin-like","85","166","SMART","1951254"
"YGR246C","Brf1p","SM00385","CYCLIN; Cyclin-like","180","264","SMART","1951255"
"YGR246C","Brf1p","SSF47954","Cyclin-like","82","170","SUPERFAMILY","1951256"
"YGR246C","Brf1p","SSF47954","Cyclin-like","176","270","SUPERFAMILY","1951257"
"YGR246C","Brf1p","SSF57783","","3","46","SUPERFAMILY","1951258"
"YGR247W","Cpd1p","G3DSA:3.90.1140.10","","1","239","GENE3D","1971358"
"YGR247W","Cpd1p","PF07823","CPDase; 2&apos;,3&apos;-cyclic-nucleotide 3&apos;-phosphodiesterase","1","239","Pfam","1971359"
"YGR247W","Cpd1p","PTHR28141","","2","239","PANTHER","1971360"
"YGR247W","Cpd1p","PTHR28141:SF2","","2","239","PANTHER","1971361"
"YGR247W","Cpd1p","SSF55144","Cyclic phosphodiesterase","1","178","SUPERFAMILY","1971362"
"YGR247W","Cpd1p","SSF55144","Cyclic phosphodiesterase","210","238","SUPERFAMILY","1971363"
"YGR248W","Sol4p","G3DSA:3.40.50.1360","","1","252","GENE3D","1971364"
"YGR248W","Sol4p","PF01182","Glucosamine_iso; Glucosamine/galactosamine-6-phosphate isomerase","9","241","Pfam","1971365"
"YGR248W","Sol4p","PTHR11054","","3","252","PANTHER","1971366"
"YGR248W","Sol4p","PTHR11054:SF10","","3","252","PANTHER","1971367"
"YGR248W","Sol4p","SSF100950","","3","252","SUPERFAMILY","1971368"
"YGR248W","Sol4p","TIGR01198","pgl; 6-phosphogluconolactonase, DevB-type","7","248","TIGRFAM","1971369"
"YGR249W","Mga1p","G3DSA:1.10.10.10","Winged helix-turn-helix DNA-binding domain","1","116","GENE3D","1970184"
"YGR249W","Mga1p","PF00447","HSF_DNA-bind; Heat shock factor (HSF)-type, DNA-binding","6","116","Pfam","1970185"
"YGR249W","Mga1p","PR00056","HSFDOMAIN; Heat shock factor (HSF)-type, DNA-binding","6","29","PRINTS","1970186"
"YGR249W","Mga1p","PR00056","HSFDOMAIN; Heat shock factor (HSF)-type, DNA-binding","46","58","PRINTS","1970187"
"YGR249W","Mga1p","PR00056","HSFDOMAIN; Heat shock factor (HSF)-type, DNA-binding","59","71","PRINTS","1970188"
"YGR249W","Mga1p","PS00434","HSF_DOMAIN; Heat shock factor (HSF)-type, DNA-binding","47","71","PROSITE","1970189"
"YGR249W","Mga1p","PTHR10015","Heat shock transcription factor family","1","438","PANTHER","1970190"
"YGR249W","Mga1p","PTHR10015:SF227","Protein Mga1","1","438","PANTHER","1970191"
"YGR249W","Mga1p","SM00415","HSF; Heat shock factor (HSF)-type, DNA-binding","2","116","SMART","1970192"
"YGR249W","Mga1p","SSF46785","Winged helix-turn-helix DNA-binding domain","2","116","SUPERFAMILY","1970193"
"YGR250C","Rie1p","G3DSA:3.30.70.330","","23","283","GENE3D","1971370"
"YGR250C","Rie1p","G3DSA:3.30.70.330","","284","429","GENE3D","1971371"
"YGR250C","Rie1p","G3DSA:3.30.70.330","","471","653","GENE3D","1971372"
"YGR250C","Rie1p","PF00076","RRM_1; RNA recognition motif domain","197","266","Pfam","1971373"
"YGR250C","Rie1p","PF00076","RRM_1; RNA recognition motif domain","542","579","Pfam","1971374"
"YGR250C","Rie1p","PF00076","RRM_1; RNA recognition motif domain","595","626","Pfam","1971375"
"YGR250C","Rie1p","PS50102","RRM; RNA recognition motif domain","195","273","PROSITE","1971376"
"YGR250C","Rie1p","PS50102","RRM; RNA recognition motif domain","295","418","PROSITE","1971377"
"YGR250C","Rie1p","PS50102","RRM; RNA recognition motif domain","540","638","PROSITE","1971378"
"YGR250C","Rie1p","PTHR23139","","536","687","PANTHER","1971379"
"YGR250C","Rie1p","SM00360","RRM; RNA recognition motif domain","196","269","SMART","1971380"
"YGR250C","Rie1p","SM00360","RRM; RNA recognition motif domain","296","414","SMART","1971381"
"YGR250C","Rie1p","SM00360","RRM; RNA recognition motif domain","541","634","SMART","1971382"
"YGR250C","Rie1p","SSF54928","RNA recognition motif domain","196","307","SUPERFAMILY","1971383"
"YGR250C","Rie1p","SSF54928","RNA recognition motif domain","289","349","SUPERFAMILY","1971384"
"YGR250C","Rie1p","SSF54928","RNA recognition motif domain","380","422","SUPERFAMILY","1971385"
"YGR250C","Rie1p","SSF54928","RNA recognition motif domain","527","571","SUPERFAMILY","1971386"
"YGR250C","Rie1p","SSF54928","RNA recognition motif domain","599","649","SUPERFAMILY","1971387"
"YGR251W","Nop19p","PD106560","DUF2702; Nucleolar protein 19","1","180","ProDom","1971388"
"YGR251W","Nop19p","PF10863","NOP19; Nucleolar protein 19","1","149","Pfam","1971389"
"YGR252W","Gcn5p","G3DSA:1.20.920.10","Bromodomain","269","436","GENE3D","1975233"
"YGR252W","Gcn5p","G3DSA:3.40.630.30","","100","260","GENE3D","1975234"
"YGR252W","Gcn5p","PF00439","Bromodomain","337","418","Pfam","1975235"
"YGR252W","Gcn5p","PF00583","Acetyltransf_1; GNAT domain","151","226","Pfam","1975236"
"YGR252W","Gcn5p","PR00503","Bromodomain","347","360","PRINTS","1975237"
"YGR252W","Gcn5p","PR00503","Bromodomain","361","377","PRINTS","1975238"
"YGR252W","Gcn5p","PR00503","Bromodomain","377","395","PRINTS","1975239"
"YGR252W","Gcn5p","PR00503","Bromodomain","395","414","PRINTS","1975240"
"YGR252W","Gcn5p","PS00633","BROMODOMAIN_1; Bromodomain, conserved site","349","406","PROSITE","1975241"
"YGR252W","Gcn5p","PS50014","BROMODOMAIN_2; Bromodomain","344","414","PROSITE","1975242"
"YGR252W","Gcn5p","PS51186","GNAT; GNAT domain","100","255","PROSITE","1975243"
"YGR252W","Gcn5p","PTHR22880","","107","430","PANTHER","1975244"
"YGR252W","Gcn5p","PTHR22880:SF181","","107","430","PANTHER","1975245"
"YGR252W","Gcn5p","SM00297","BROMO; Bromodomain","325","433","SMART","1975246"
"YGR252W","Gcn5p","SSF47370","Bromodomain","310","434","SUPERFAMILY","1975247"
"YGR252W","Gcn5p","SSF55729","Acyl-CoA N-acyltransferase","100","260","SUPERFAMILY","1975248"
"YGR253C","Pup2p","G3DSA:3.60.20.10","Nucleophile aminohydrolases, N-terminal","7","250","GENE3D","1952445"
"YGR253C","Pup2p","PF00227","Proteasome; Proteasome, subunit alpha/beta","31","220","Pfam","1952446"
"YGR253C","Pup2p","PF10584","Proteasome_A_N; Proteasome alpha-subunit, N-terminal domain","8","30","Pfam","1952447"
"YGR253C","Pup2p","PS00388","PROTEASOME_ALPHA_1; Proteasome alpha-subunit, N-terminal domain","8","30","PROSITE","1952448"
"YGR253C","Pup2p","PS51475","PROTEASOME_ALPHA_2; Proteasome alpha-type subunit","23","240","PROSITE","1952449"
"YGR253C","Pup2p","PTHR11599","","4","243","PANTHER","1952450"
"YGR253C","Pup2p","PTHR11599:SF88","","4","243","PANTHER","1952451"
"YGR253C","Pup2p","SM00948","Proteasome_A_N; Proteasome alpha-subunit, N-terminal domain","8","30","SMART","1952452"
"YGR253C","Pup2p","SSF56235","Nucleophile aminohydrolases, N-terminal","7","246","SUPERFAMILY","1952453"
"YGR254W","Eno1p","G3DSA:3.20.20.120","Enolase C-terminal domain-like","128","436","GENE3D","1939645"
"YGR254W","Eno1p","G3DSA:3.30.390.10","Enolase N-terminal domain-like","2","127","GENE3D","1939646"
"YGR254W","Eno1p","MF_00318","Enolase","1","420","HAMAP","1939647"
"YGR254W","Eno1p","PF00113","Enolase_C; Enolase, C-terminal TIM barrel domain","145","432","Pfam","1939648"
"YGR254W","Eno1p","PF03952","Enolase_N; Enolase, N-terminal","3","134","Pfam","1939649"
"YGR254W","Eno1p","PIRSF001400","Enolase","1","434","PIRSF","1939650"
"YGR254W","Eno1p","PR00148","Enolase","35","49","PRINTS","1939651"
"YGR254W","Eno1p","PR00148","Enolase","107","123","PRINTS","1939652"
"YGR254W","Eno1p","PR00148","Enolase","166","179","PRINTS","1939653"
"YGR254W","Eno1p","PR00148","Enolase","320","331","PRINTS","1939654"
"YGR254W","Eno1p","PR00148","Enolase","343","357","PRINTS","1939655"
"YGR254W","Eno1p","PR00148","Enolase","372","389","PRINTS","1939656"
"YGR254W","Eno1p","PS00164","ENOLASE; Enolase, conserved site","343","356","PROSITE","1939657"
"YGR254W","Eno1p","PTHR11902","Enolase","1","434","PANTHER","1939658"
"YGR254W","Eno1p","PTHR11902:SF28","","1","434","PANTHER","1939659"
"YGR254W","Eno1p","SM01192","Enolase_C; Enolase, C-terminal TIM barrel domain","144","434","SMART","1939660"
"YGR254W","Eno1p","SM01193","Enolase_N; Enolase, N-terminal","3","134","SMART","1939661"
"YGR254W","Eno1p","SSF51604","Enolase C-terminal domain-like","145","433","SUPERFAMILY","1939662"
"YGR254W","Eno1p","SSF54826","Enolase N-terminal domain-like","3","137","SUPERFAMILY","1939663"
"YGR254W","Eno1p","TIGR01060","eno; Enolase","4","431","TIGRFAM","1939664"
"YGR255C","Coq6p","G3DSA:3.50.50.60","FAD/NAD(P)-binding domain","26","449","GENE3D","1971390"
"YGR255C","Coq6p","MF_03193","COQ6_monooxygenase; Ubiquinone biosynthesis monooxygenase COQ6","13","476","HAMAP","1971391"
"YGR255C","Coq6p","PF01494","FAD_binding_3; FAD-binding domain","193","404","Pfam","1971392"
"YGR255C","Coq6p","PR00420","RNGMNOXGNASE","29","51","PRINTS","1971393"
"YGR255C","Coq6p","PR00420","RNGMNOXGNASE","366","381","PRINTS","1971394"
"YGR255C","Coq6p","PR00420","RNGMNOXGNASE","381","397","PRINTS","1971395"
"YGR255C","Coq6p","PS01304","UBIH; Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6, conserved site","380","393","PROSITE","1971396"
"YGR255C","Coq6p","PTHR43876","","26","472","PANTHER","1971397"
"YGR255C","Coq6p","PTHR43876:SF8","","26","472","PANTHER","1971398"
"YGR255C","Coq6p","SSF51905","FAD/NAD(P)-binding domain","28","214","SUPERFAMILY","1971399"
"YGR255C","Coq6p","SSF51905","FAD/NAD(P)-binding domain","353","470","SUPERFAMILY","1971400"
"YGR255C","Coq6p","TIGR01988","Ubi-OHases; Ubiquinone biosynthesis hydroxylase UbiH/COQ6","29","475","TIGRFAM","1971401"
"YGR255C","Coq6p","TIGR01989","COQ6; Ubiquinone biosynthesis monooxygenase COQ6","28","471","TIGRFAM","1971402"
"YGR256W","Gnd2p","G3DSA:1.10.1040.10","6-phosphogluconate dehydrogenase, domain 2","187","440","GENE3D","1971403"
"YGR256W","Gnd2p","G3DSA:1.20.5.320","","441","492","GENE3D","1971404"
"YGR256W","Gnd2p","G3DSA:3.40.50.720","","4","182","GENE3D","1971405"
"YGR256W","Gnd2p","PF00393","6PGD; 6-phosphogluconate dehydrogenase, C-terminal","181","478","Pfam","1971406"
"YGR256W","Gnd2p","PF03446","NAD_binding_2; 6-phosphogluconate dehydrogenase, NADP-binding","8","175","Pfam","1971407"
"YGR256W","Gnd2p","PIRSF000109","6PGD; 6-phosphogluconate dehydrogenase, decarboxylating","1","487","PIRSF","1971408"
"YGR256W","Gnd2p","PR00076","6PGDHDRGNASE; 6-phosphogluconate dehydrogenase","6","29","PRINTS","1971409"
"YGR256W","Gnd2p","PR00076","6PGDHDRGNASE; 6-phosphogluconate dehydrogenase","69","98","PRINTS","1971410"
"YGR256W","Gnd2p","PR00076","6PGDHDRGNASE; 6-phosphogluconate dehydrogenase","122","147","PRINTS","1971411"
"YGR256W","Gnd2p","PR00076","6PGDHDRGNASE; 6-phosphogluconate dehydrogenase","170","198","PRINTS","1971412"
"YGR256W","Gnd2p","PR00076","6PGDHDRGNASE; 6-phosphogluconate dehydrogenase","251","278","PRINTS","1971413"
"YGR256W","Gnd2p","PR00076","6PGDHDRGNASE; 6-phosphogluconate dehydrogenase","360","382","PRINTS","1971414"
"YGR256W","Gnd2p","PS00461","6PGD; 6-phosphogluconate-binding site","255","267","PROSITE","1971415"
"YGR256W","Gnd2p","PTHR11811","","5","490","PANTHER","1971416"
"YGR256W","Gnd2p","PTHR11811:SF40","","5","490","PANTHER","1971417"
"YGR256W","Gnd2p","SM01350","6PGD; 6-phosphogluconate dehydrogenase, C-terminal","181","479","SMART","1971418"
"YGR256W","Gnd2p","SSF48179","6-phosphogluconate dehydrogenase C-terminal domain-like","179","482","SUPERFAMILY","1971419"
"YGR256W","Gnd2p","SSF51735","NAD(P)-binding domain","7","178","SUPERFAMILY","1971420"
"YGR256W","Gnd2p","TIGR00873","gnd; 6-phosphogluconate dehydrogenase, decarboxylating","7","479","TIGRFAM","1971421"
"YGR257C","Mtm1p","G3DSA:1.50.40.10","Mitochondrial carrier domain","6","360","GENE3D","1971422"
"YGR257C","Mtm1p","PF00153","Mito_carr; Mitochondrial substrate/solute carrier","13","148","Pfam","1971423"
"YGR257C","Mtm1p","PF00153","Mito_carr; Mitochondrial substrate/solute carrier","156","251","Pfam","1971424"
"YGR257C","Mtm1p","PF00153","Mito_carr; Mitochondrial substrate/solute carrier","265","362","Pfam","1971425"
"YGR257C","Mtm1p","PS50920","SOLCAR; Mitochondrial substrate/solute carrier","14","149","PROSITE","1971426"
"YGR257C","Mtm1p","PS50920","SOLCAR; Mitochondrial substrate/solute carrier","156","250","PROSITE","1971427"
"YGR257C","Mtm1p","PS50920","SOLCAR; Mitochondrial substrate/solute carrier","266","359","PROSITE","1971428"
"YGR257C","Mtm1p","PTHR24089","","7","363","PANTHER","1971429"
"YGR257C","Mtm1p","PTHR24089:SF434","","7","363","PANTHER","1971430"
"YGR257C","Mtm1p","SSF103506","Mitochondrial carrier domain","12","49","SUPERFAMILY","1971431"
"YGR257C","Mtm1p","SSF103506","Mitochondrial carrier domain","97","354","SUPERFAMILY","1971432"
"YGR258C","Rad2p","G3DSA:1.10.150.20","","854","923","GENE3D","1941862"
"YGR258C","Rad2p","G3DSA:3.40.50.1010","PIN domain-like","4","853","GENE3D","1941863"
"YGR258C","Rad2p","PF00752","XPG_N; XPG N-terminal","1","97","Pfam","1941864"
"YGR258C","Rad2p","PF00867","XPG_I; XPG-I domain","781","864","Pfam","1941865"
"YGR258C","Rad2p","PR00066","XRODRMPGMNTG; XPG/Rad2 endonuclease, eukaryotes","54","77","PRINTS","1941866"
"YGR258C","Rad2p","PR00066","XRODRMPGMNTG; XPG/Rad2 endonuclease, eukaryotes","219","244","PRINTS","1941867"
"YGR258C","Rad2p","PR00853","XPGRADSUPER; XPG/Rad2 endonuclease","24","38","PRINTS","1941868"
"YGR258C","Rad2p","PR00853","XPGRADSUPER; XPG/Rad2 endonuclease","72","91","PRINTS","1941869"
"YGR258C","Rad2p","PR00853","XPGRADSUPER; XPG/Rad2 endonuclease","779","796","PRINTS","1941870"
"YGR258C","Rad2p","PR00853","XPGRADSUPER; XPG/Rad2 endonuclease","800","820","PRINTS","1941871"
"YGR258C","Rad2p","PR00853","XPGRADSUPER; XPG/Rad2 endonuclease","854","869","PRINTS","1941872"
"YGR258C","Rad2p","PS00841","XPG_1; XPG conserved site","70","84","PROSITE","1941873"
"YGR258C","Rad2p","PS00842","XPG_2; XPG conserved site","783","797","PROSITE","1941874"
"YGR258C","Rad2p","PTHR16171","","1","1030","PANTHER","1941875"
